address_id,user_id,address,latitude,longitude,per_capita_income,city,state
371,1897,683 Washington Street,40.87,-73.4,$51032,Town of Huntington,New York
372,972,215 Plum Boulevard,31.84,-106.43,$24608,El Paso,Texas
373,1010,5899 Mill Street,34.17,-82.02,$16843,Ninety Six,South Carolina
374,1243,9316 Hillside Lane,40.27,-76.88,$17110,Harrisburg,Pennsylvania
375,1976,2552 Forest Avenue,39.61,-76.85,$27906,,Maryland
376,91,89 Washington Boulevard,39.73,-75.53,$35630,Wilmington,Delaware
377,1606,9383 Martin Luther King Street,30.68,-88.04,$25381,Mobile,Alabama
378,1201,175 Valley Drive,42.36,-71.36,$56632,Wayland,Massachusetts
379,1887,729 Wessex Drive,26.63,-81.85,$17522,Fort Myers,Florida
380,195,5263 Little Creek Drive,28.75,-81.33,$31847,,Florida
381,874,4973 Martin Luther King Lane,39.38,-119.67,$30757,,Nevada
382,1317,26 Valley Stream Drive,39.39,-74.51,$15157,Pleasantville,New Jersey
383,1311,79 Sixth Avenue,47.54,-122.58,$21219,,Washington
384,785,13 Main Boulevard,38.16,-121.93,$23990,,California
385,662,670 Tenth Drive,41.86,-88.06,$42028,Glen Ellyn,Illinois
386,847,864 Main Lane,35.78,-95.24,$18585,Fort Gibson,Oklahoma
387,685,5263 Fifth Avenue,44.26,-88.39,$21828,Appleton,Wisconsin
388,617,5048 Catherine Drive,38.03,-78.48,$28459,Charlottesville,Virginia
389,23,9085 West Drive,29.8,-98.73,$31193,Boerne,Texas
390,339,640 Bayview Street,32.61,-90.03,$15597,Canton,Mississippi
391,280,3539 Lincoln Boulevard,37.92,-122.34,$21869,Richmond,California
392,1473,6541 Fourth Drive,37.04,-93.29,$20316,Nixa,Missouri
393,65,4514 Elm Street,33.99,-81.08,$16928,West Columbia,South Carolina
394,1353,655 Federal Avenue,40.46,-111.63,$21232,,Utah
395,736,8440 Park Drive,39.99,-105.09,$30072,Lafayette,Colorado
396,1670,46 Lincoln Lane,33.82,-118.11,$32079,Long Beach,California
397,1776,130 Lincoln Drive,40.04,-82.12,$21156,,Ohio
398,1474,359 Tenth Avenue,42.5,-96.39,$21757,Sioux City,Iowa
399,951,381 Catherine Avenue,33.91,-118.23,$13075,,California
400,1818,23 11th Avenue,36.73,-76.04,$29485,,
401,1450,440 Littlewood Drive,28.08,-80.6,$24500,Melbourne,Florida
402,1524,118 Mountain View Lane,42.19,-88.08,$48986,Lake Zurich,Illinois
403,1789,57 West Boulevard,38.22,-86.86,$18898,Ferdinand,Indiana
404,767,7096 Park Street,43.28,-72.47,$18013,Springfield,Vermont
405,678,861 Martin Luther King Boulevard,42.88,-78.85,$14456,Buffalo,New York
406,471,123 Ocean View Street,38.57,-121.17,$35137,,California
407,757,956 Lincoln Boulevard,40.64,-73.94,$22674,City of New York,New York
408,1724,489 Fourth Drive,41.71,-86.87,$18036,Michigan City,Indiana
409,1603,6515 Hillside Drive,44.65,-114.15,$19036,,Idaho
410,224,5789 Ninth Drive,40.69,-73.85,$19682,City of New York,New York
411,808,1583 Grant Lane,40.78,-73.24,$17679,Brentwood,New York
412,1326,292 Maple Drive,40.49,-74.48,$32610,Franklin Township,New Jersey
413,158,5065 Catherine Drive,45.2,-122.06,$20343,,Oregon
414,1928,273 Ocean Street,45.79,-122.69,$27308,,Washington
415,1575,23 12th Boulevard,27.19,-82.49,$28272,,Florida
416,1608,1464 Bayview Street,31.85,-102.36,$19399,Odessa,Texas
417,1455,83 Sixth Drive,32.72,-117.09,$16838,San Diego,California
418,1916,62696 Norfolk Drive,30.65,-84.69,$15069,,Florida
419,1617,105 Seventh Street,39.2,-76.85,$37697,Columbia,Maryland
420,143,5138 Park Drive,41.55,-87.66,$25689,Homewood,Illinois
421,1176,2411 Hillside Lane,37.94,-87.4,$28126,,Kentucky
422,1194,2248 Third Avenue,35.06,-85.25,$18658,Chattanooga,Tennessee
423,423,19 El Camino Drive,33.62,-112.05,$26023,Phoenix,Arizona
424,580,5094 Lafayette Boulevard,40.55,-84.57,$18077,Celina,Ohio
425,4,6016 Little Creek Boulevard,47.61,-122.3,$37485,Seattle,Washington
426,530,34533 Ninth Avenue,34.06,-117.39,$14709,,California
427,1826,94936 Elm Drive,28.92,-81.92,$8155,,Florida
428,595,132 Lexington Drive,36.5,-78.55,$18100,,North Carolina
429,1022,27 Summit Street,34.98,-80.54,$17595,Monroe,North Carolina
430,1108,32 First Lane,40.83,-74.24,$40216,Verona,New Jersey
431,246,671 West Drive,44.96,-93.26,$40364,Minneapolis,Minnesota
432,270,71682 Catherine Street,39.02,-84.56,$30367,Crestview Hills,Kentucky
433,1945,7728 Oak Drive,34.72,-92.35,$14736,Little Rock,Arkansas
434,1540,1513 Valley Boulevard,39.33,-84.54,$21992,Fairfield,Ohio
435,1149,972 Spruce Avenue,26.14,-80.13,$29740,Fort Lauderdale,Florida
436,1438,4631 Plum Avenue,41.47,-81.67,$14737,Cleveland,Ohio
437,409,7561 Littlewood Street,42.49,-92.35,$14568,Waterloo,Iowa
438,694,1598 Elm Street,61.2,-149.82,$20519,Anchorage,Alaska
439,382,541 Tenth Street,34.0,-118.28,$11329,Los Angeles,California
440,629,4388 Hillside Street,39.27,-76.83,$39053,Columbia,Maryland
441,1211,644 South Drive,35.1,-90.0,$18759,Memphis,Tennessee
442,823,858 Jefferson Avenue,36.7,-76.63,$20353,Suffolk,Virginia
443,1304,229 River Avenue,40.99,-74.34,$44540,Butler,New Jersey
444,89,7794 Ocean Street,32.27,-106.61,$14822,,New Mexico
445,1751,828 Little Creek Boulevard,38.78,-90.7,$30202,O’Fallon,Missouri
446,888,817 Forest Street,34.86,-92.12,$16462,Jacksonville,Arkansas
447,81,804 Sixth Boulevard,29.57,-97.96,$17440,Seguin,Texas
448,1021,218 East Street,34.14,-117.85,$31699,Glendora,California
449,826,563 Birch Drive,33.98,-83.88,$26767,Dacula,Georgia
450,87,663 Second Boulevard,26.13,-97.63,$11844,San Benito,Texas
451,1833,5514 Norfolk Boulevard,35.58,-88.5,$17179,,Tennessee
452,829,587 East Lane,35.36,-79.13,$17854,,North Carolina
453,1879,659 Valley Drive,35.66,-80.48,$18724,Salisbury,North Carolina
454,236,4137 Bayview Drive,29.7,-95.46,$79100,Bellaire,Texas
455,1619,693 Seventh Street,33.61,-96.6,$15737,,Texas
456,1146,398 Park Boulevard,41.83,-87.68,$18395,Chicago,Illinois
457,803,55 El Camino Boulevard,37.53,-120.84,$22799,Turlock,California
458,193,4343 Mountain View Boulevard,44.48,-103.84,$18583,Spearfish,South Dakota
459,1686,401 North Avenue,39.99,-105.09,$30072,Lafayette,Colorado
460,1959,8750 Lake Boulevard,41.57,-81.2,$25565,Chardon,Ohio
461,1342,883 Federal Street,42.91,-78.7,$19983,Village of Depew,New York
462,1371,143 Catherine Boulevard,21.41,-157.79,$24516,East Honolulu,Hawaii
463,1067,343 Lafayette Drive,37.54,-97.25,$24531,Derby,Kansas
464,1019,482 Grant Street,34.09,-117.96,$15775,Baldwin Park,California
465,1568,3816 Spruce Drive,40.67,-73.39,$21077,Town of Babylon,New York
466,1765,9594 Burns Lane,33.46,-82.5,$15755,Thomson,Georgia
467,1875,4966 Grant Street,40.89,-81.58,$22170,Canal Fulton,Ohio
468,1111,7132 Rose Avenue,26.63,-81.99,$17120,Cape Coral,Florida
469,1160,238 Eighth Avenue,41.8,-80.06,$16965,Cambridge Springs,Pennsylvania
470,1574,7318 Mill Lane,34.89,-77.54,$15661,,North Carolina
471,189,9566 Tenth Street,30.44,-97.62,$25584,Pflugerville,Texas
472,466,416 Madison Street,40.4,-81.35,$14477,Uhrichsville,Ohio
473,659,5079 Sussex Avenue,38.73,-86.47,$15981,Mitchell,Indiana
474,942,3914 Mill Street,30.3,-90.97,$29006,,Louisiana
475,1234,7815 Hillside Avenue,29.76,-95.38,$30499,Houston,Texas
476,841,2429 Eighth Avenue,44.63,-123.0,$17561,,Oregon
477,1388,4379 Lake Avenue,39.09,-76.85,$35553,,Maryland
478,1056,215 Elm Lane,34.28,-119.22,$25524,San Buenaventura (Ventura),California
479,345,67424 Tenth Boulevard,42.24,-85.48,$17409,Pavilion Township,Michigan
480,308,3675 Bayview Drive,35.37,-85.38,$15209,Dunlap,Tennessee
481,1922,127 Valley Boulevard,32.85,-117.2,$34848,San Diego,California
482,1156,9603 South Lane,40.74,-74.33,$137428,Millburn,New Jersey
483,561,604 Pine Street,40.8,-91.12,$18076,Burlington,Iowa
484,507,79 Burns Drive,40.81,-74.0,$18392,Fairview,New Jersey
485,1522,41740 First Street,40.94,-74.24,$37030,Wayne,New Jersey
486,695,530 Main Boulevard,29.48,-95.1,$35246,League City,Texas
487,285,702 Elm Drive,36.95,-121.72,$16920,,California
488,113,4 Plum Boulevard,32.86,-97.21,$26016,North Richland Hills,Texas
489,1039,29 Federal Boulevard,34.04,-118.21,$12349,Los Angeles,California
490,176,627 Ninth Drive,33.74,-84.31,$25586,Atlanta,Georgia
491,1104,120 Lafayette Boulevard,26.23,-80.13,$18266,Pompano Beach,Florida
492,946,2981 Ninth Boulevard,40.31,-79.38,$19486,Latrobe,Pennsylvania
493,1465,8463 Second Street,39.53,-84.08,$25333,Waynesville,Ohio
494,25,814 Washington Street,33.36,-111.93,$24122,Tempe,Arizona
495,571,8580 Valley Stream Avenue,39.46,-77.96,$18003,Martinsburg,West Virginia
496,1396,666 Lafayette Lane,39.21,-76.72,$22728,Columbia,Maryland
497,599,4872 Lexington Avenue,40.36,-75.09,$49534,Buckingham Township,Pennsylvania
498,1074,1305 Spruce Boulevard,44.66,-103.85,$16097,Belle Fourche,South Dakota
499,214,437 Madison Street,41.83,-87.68,$23446,Chicago,Illinois
500,771,919 Lafayette Drive,42.33,-122.79,$18961,Medford,Oregon
501,520,3346 Hillside Street,40.26,-75.74,$28278,Union Township,Pennsylvania
502,288,9891 Valley Drive,33.17,-90.48,$10909,,Mississippi
503,1979,731 Lincoln Boulevard,26.37,-80.1,$31706,Boca Raton,Florida
504,1253,1782 South Boulevard,41.44,-73.04,$28814,Beacon Falls,Connecticut
505,311,8070 Mill Lane,37.18,-113.6,$14470,,Utah
506,1346,696 Oak Boulevard,36.81,-119.75,$17985,Fresno,California
507,1622,1063 Federal Boulevard,42.15,-71.13,$38878,Canton,Massachusetts
508,852,955 11th Street,29.82,-82.59,$19693,High Springs,Florida
509,1394,341 Hill Drive,38.63,-90.24,$28373,Saint Louis,Missouri
510,957,862 Martin Luther King Drive,39.17,-77.26,$33637,,Maryland
511,515,9525 First Boulevard,32.51,-94.76,$20531,Longview,Texas
512,1303,602 First Street,41.31,-81.85,$30381,Strongsville,Ohio
513,1287,698 11th Lane,35.55,-77.05,$15827,Washington,North Carolina
514,296,9570 North Drive,40.81,-74.1,$37170,Rutherford,New Jersey
515,1059,9762 Pine Street,35.43,-82.5,$22345,Fletcher,North Carolina
516,1378,778 Main Avenue,44.27,-88.34,$20013,Kimberly,Wisconsin
517,1297,669 Wessex Lane,34.99,-92.63,$18817,,Arkansas
518,1727,31 Oak Avenue,34.0,-81.03,$23917,Columbia,South Carolina
519,310,4840 Summit Lane,38.72,-121.0,$28660,,California
520,673,1772 Essex Boulevard,37.27,-79.88,$19188,Vinton,Virginia
521,1283,720 Seventh Avenue,45.64,-122.37,$31226,,Washington
522,1239,5449 Lexington Drive,33.78,-117.93,$18679,Garden Grove,California
523,1691,5459 El Camino Avenue,35.12,-81.51,$14443,Blacksburg,South Carolina
524,1078,291 Seventh Drive,40.6,-88.98,$28237,,Illinois
525,124,9833 Forest Street,34.6,-98.42,$16829,Lawton,Oklahoma
526,99,891 El Camino Lane,26.23,-80.13,$26530,Pompano Beach,Florida
527,1722,162 Rose Drive,37.96,-121.26,$12089,Stockton,California
528,562,1059 Elm Avenue,39.95,-104.9,$32793,Thornton,Colorado
529,750,475 Oak Boulevard,35.19,-80.83,$14793,Charlotte,North Carolina
530,1223,822 Ocean Street,41.8,-87.92,$92938,Hinsdale,Illinois
531,1319,671 George Drive,38.2,-84.55,$23827,,Kentucky
532,575,6478 Valley Stream Avenue,40.15,-74.85,$23207,Bristol Township,Pennsylvania
533,428,6405 Fifth Avenue,42.99,-71.45,$27706,Manchester,New Hampshire
534,828,85 Littlewood Avenue,29.45,-98.5,$17609,San Antonio,Texas
535,1580,528 Spruce Lane,41.6,-87.05,$27261,Chesterton,Indiana
536,1570,100 Seventh Drive,45.93,-88.25,$18016,Town of Florence,Wisconsin
537,846,58 Catherine Drive,41.26,-96.01,$33232,Omaha,Nebraska
538,666,919 Lafayette Avenue,35.85,-86.39,$22760,Murfreesboro,Tennessee
539,335,75 Birch Lane,26.74,-80.12,$27696,West Palm Beach,Florida
540,639,82 Jefferson Avenue,41.12,-83.01,$18462,,Ohio
541,386,3034 Third Boulevard,42.26,-71.8,$24506,Worcester,Massachusetts
542,886,189 Ninth Lane,40.17,-74.91,$31656,Middletown Township,Pennsylvania
543,297,354 Main Drive,37.91,-76.47,$13938,,Virginia
544,1860,689 Littlewood Lane,34.48,-87.28,$17271,Moulton,Alabama
545,581,1813 Second Lane,29.99,-90.24,$14696,Kenner,Louisiana
546,1910,710 North Lane,27.48,-82.57,$17590,Bradenton,Florida
547,731,5558 Littlewood Avenue,40.32,-118.2,$18734,,Nevada
548,21,819 Park Boulevard,39.47,-87.38,$21131,Terre Haute,Indiana
549,273,849 Norfolk Lane,41.16,-80.56,$18351,Hubbard,Ohio
550,63,390 Tenth Street,40.72,-74.17,$17370,Newark,New Jersey
551,786,4279 West Boulevard,34.9,-79.01,$15331,Parkton,North Carolina
552,1886,6693 George Drive,47.44,-122.28,$20233,SeaTac,Washington
553,103,8 Tenth Drive,35.82,-78.65,$17056,Raleigh,North Carolina
554,1193,6245 River Lane,41.69,-73.92,$27934,City of Poughkeepsie,New York
555,585,5581 Federal Street,30.11,-97.3,$20346,Bastrop,Texas
556,1532,99 El Camino Drive,39.53,-79.01,$17079,,Maryland
557,1958,2994 Tenth Lane,35.05,-78.87,$18316,Fayetteville,North Carolina
558,744,927 Ocean View Drive,25.77,-80.2,$21923,Miami,Florida
559,1836,356 Mill Street,28.92,-81.92,$8491,,Florida
560,477,45 Maple Lane,44.75,-68.67,$24259,Holden,Maine
561,1713,3395 Spruce Drive,39.1,-94.62,$16795,Kansas City,Kansas
562,1506,2800 Third Drive,33.52,-86.79,$34578,Birmingham,Alabama
563,357,645 Catherine Lane,42.35,-71.06,$39312,Boston,Massachusetts
564,535,1248 Second Drive,41.53,-72.79,$24393,Meriden,Connecticut
565,778,700 Lexington Avenue,40.52,-81.47,$18794,Dover,Ohio
566,950,9264 Norfolk Lane,28.5,-81.37,$14405,,Florida
567,1080,4581 Eighth Boulevard,32.19,-83.17,$14425,Eastman,Georgia
568,1197,146 Lafayette Drive,45.79,-122.69,$27308,,Washington
569,711,6757 Eighth Avenue,39.01,-89.78,$20056,Staunton,Illinois
570,1731,599 First Drive,34.14,-117.45,$23172,Fontana,California
571,451,654 Birch Lane,41.26,-96.01,$14199,Omaha,Nebraska
572,1290,6223 Lexington Drive,33.1,-96.66,$32580,Allen,Texas
573,1817,25622 Lake Street,29.55,-95.27,$36253,Pearland,Texas
574,56,5762 River Lane,40.76,-111.84,$10539,Salt Lake City,Utah
575,1383,315 Norfolk Lane,42.39,-71.1,$31849,Somerville,Massachusetts
576,1915,758 Sixth Boulevard,41.32,-74.18,$25534,Village of Monroe,New York
577,1882,860 Maple Avenue,37.59,-122.06,$29097,Fremont,California
578,1467,229 Norfolk Street,42.58,-83.14,$26120,Troy,Michigan
579,1791,4975 Madison Boulevard,39.77,-86.14,$16045,Indianapolis,Indiana
580,447,5336 Tenth Drive,43.22,-86.25,$19131,Muskegon,Michigan
581,1640,311 Washington Lane,41.89,-84.04,$17144,Adrian,Michigan
582,636,1342 Hill Lane,41.83,-87.68,$11951,Chicago,Illinois
583,782,2554 11th Lane,41.28,-84.36,$18229,Defiance,Ohio
584,316,995 Martin Luther King Street,29.76,-95.38,$19554,Houston,Texas
585,1192,1450 Rose Drive,44.22,-93.44,$19630,Morristown,Minnesota
586,787,762 Lake Drive,29.61,-95.61,$35183,Sugar Land,Texas
587,251,72834 Grant Boulevard,40.7,-73.61,$20152,Village of Hempstead,New York
588,1351,892 Third Boulevard,61.14,-149.76,$28730,Anchorage,Alaska
589,490,90 Lexington Drive,29.45,-98.5,$29557,San Antonio,Texas
590,1935,98 Mountain View Drive,30.21,-92.02,$22001,Lafayette,Louisiana
591,387,8229 Bayview Avenue,41.4,-82.23,$22261,Amherst,Ohio
592,869,9355 Ocean View Drive,33.85,-84.22,$22682,Tucker,Georgia
593,1865,616 Catherine Avenue,40.04,-75.42,$58297,Easttown Township,Pennsylvania
594,268,825 Norfolk Drive,43.02,-78.75,$29558,Town of Amherst,New York
595,1124,8385 Mill Boulevard,37.62,-83.41,$11644,,Kentucky
596,721,9735 Birch Street,25.77,-80.2,$18828,Miami,Florida
597,813,285 Washington Street,41.99,-71.5,$19065,Woonsocket,Rhode Island
598,152,49 Tenth Street,33.72,-84.32,$24196,,Georgia
599,1896,6695 River Lane,41.91,-83.38,$19736,Monroe,Michigan
600,1028,1012 Hill Drive,41.83,-87.68,$39789,Chicago,Illinois
601,922,5819 Norfolk Drive,26.89,-82.05,$14352,Punta Gorda,Florida
602,549,774 Wessex Lane,33.3,-111.74,$30557,Gilbert,Arizona
603,565,6721 Sussex Drive,32.98,-96.89,$21381,Carrollton,Texas
604,1980,990 West Street,29.37,-95.45,$22856,,Texas
605,1494,7703 Fourth Avenue,26.14,-80.13,$14191,Fort Lauderdale,Florida
606,1809,338 Bayview Lane,38.81,-77.72,$35905,,Virginia
607,637,794 Lake Street,40.98,-74.06,$37908,Township of Washington,New Jersey
608,1770,6657 West Street,26.61,-80.05,$18415,,Florida
609,527,217 Fifth Lane,40.99,-88.72,$19926,Cornell,Illinois
610,1139,418 Elm Street,32.88,-84.67,$15433,Warm Springs,Georgia
611,1459,9385 Birch Street,35.11,-106.62,$15385,Albuquerque,New Mexico
612,1544,7643 Martin Luther King Street,40.1,-84.62,$16351,Greenville,Ohio
613,1174,944 Lexington Boulevard,30.6,-87.34,$20273,,Florida
614,112,85 Lafayette Boulevard,43.98,-75.6,$17220,Village of Carthage,New York
615,369,5193 East Street,38.22,-85.74,$25258,Louisville,Kentucky
616,994,577 12th Lane,40.09,-74.21,$13006,Lakewood Township,New Jersey
617,1592,1317 Wessex Lane,37.5,-122.3,$46616,Belmont,California
618,1029,9218 Martin Luther King Avenue,27.9,-81.97,$17944,Mulberry,Florida
619,1680,4701 Littlewood Drive,27.95,-82.48,$28916,Tampa,Florida
620,1052,363 Third Drive,37.99,-122.27,$25849,Pinole,California
621,494,700 Rose Avenue,39.09,-76.85,$27635,,Maryland
622,94,704 Summit Drive,35.71,-81.15,$18029,Claremont,North Carolina
623,425,8897 East Street,36.46,-121.82,$29174,,California
624,1720,4941 Ocean View Drive,32.75,-97.33,$12175,Fort Worth,Texas
625,1699,9205 Summit Street,37.42,-121.94,$51631,San Jose,California
626,1495,469 Mountain View Boulevard,39.77,-86.14,$31114,Indianapolis,Indiana
627,1005,78596 Birch Drive,29.76,-95.38,$19364,Houston,Texas
628,439,142 Valley Drive,41.47,-87.05,$25472,Valparaiso,Indiana
629,1285,6723 Maple Street,38.83,-77.21,$30622,,Virginia
630,1973,501 Grant Lane,34.87,-85.5,$15950,Trenton,Georgia
631,448,992 Martin Luther King Avenue,41.48,-87.68,$19359,Park Forest,Illinois
632,1907,4189 Birch Street,22.21,-159.41,$16898,,Hawaii
633,73,2193 Sixth Avenue,41.71,-73.96,$26227,Town of Lloyd,New York
634,1097,952 Mountain View Boulevard,43.95,-86.44,$15863,Ludington,Michigan
635,1644,637 Seventh Street,34.66,-83.09,$15406,Westminster,South Carolina
636,967,9413 12th Boulevard,43.28,-93.2,$16081,Manly,Iowa
637,1929,1734 George Drive,37.72,-122.41,$20536,San Francisco,California
638,1114,9900 Ninth Avenue,39.02,-86.93,$18204,,Indiana
639,1087,613 George Boulevard,37.53,-84.66,$15202,Stanford,Kentucky
640,95,157 Eighth Street,47.62,-122.16,$43432,Bellevue,Washington
641,1778,32595 River Drive,35.49,-119.3,$14556,,California
642,1031,6762 Second Street,39.75,-104.42,$26369,Bennett,Colorado
643,788,534 Norfolk Lane,40.71,-73.99,$26718,City of New York,New York
644,728,385 Grant Street,39.08,-94.35,$16224,Independence,Missouri
645,1639,1034 Pine Boulevard,42.12,-80.08,$24324,Erie,Pennsylvania
646,1587,8803 Washington Boulevard,42.18,-70.73,$40226,Scituate,Massachusetts
647,1883,3462 Ocean Boulevard,38.49,-121.53,$26815,Sacramento,California
648,712,54 Lafayette Street,32.63,-117.05,$20102,Chula Vista,California
649,1414,5822 Fourth Boulevard,38.35,-81.63,$16835,Charleston,West Virginia
650,243,592 Hillside Drive,41.84,-87.79,$18714,Berwyn,Illinois
651,146,45 Ocean Lane,41.85,-88.3,$33701,Batavia,Illinois
652,715,94 Ocean Avenue,41.76,-88.15,$49195,Naperville,Illinois
653,1489,9191 Main Avenue,43.03,-71.07,$25001,Epping,New Hampshire
654,1232,5504 Spruce Drive,42.4,-96.35,$22958,Sergeant Bluff,Iowa
655,842,945 Third Avenue,47.58,-122.03,$50607,Sammamish,Washington
656,486,938 Maple Boulevard,36.25,-115.08,$22907,North Las Vegas,Nevada
657,763,583 Seventh Street,39.99,-75.27,$50579,Lower Merion Township,Pennsylvania
658,154,8993 Madison Avenue,34.93,-78.72,$18376,,North Carolina
659,704,6840 North Lane,41.2,-73.73,$55274,Village/Town of Mount Kisco,New York
660,1409,512 Tenth Street,42.77,-86.1,$21668,Holland,Michigan
661,1601,388 Third Street,41.31,-73.84,$33263,Town of Yorktown,New York
662,729,499 Lafayette Lane,40.28,-86.51,$16421,Frankfort,Indiana
663,1016,165 Fourth Street,32.95,-117.19,$0,San Diego,California
664,1214,83302 Valley Stream Lane,42.06,-71.24,$35544,Foxborough,Massachusetts
665,1760,610 Lake Drive,39.16,-89.48,$17696,,Illinois
666,927,13 Federal Street,42.48,-71.15,$29122,Woburn,Massachusetts
667,1667,18 Bayview Avenue,34.82,-89.98,$23782,Hernando,Mississippi
668,1796,89075 Spruce Drive,38.56,-86.61,$15138,West Baden Springs,Indiana
669,179,906 Little Creek Drive,34.98,-80.54,$19605,Monroe,North Carolina
670,395,1105 Wessex Avenue,32.69,-97.12,$24331,Arlington,Texas
671,513,841 Spruce Drive,30.5,-90.46,$17584,Hammond,Louisiana
672,187,707 Elm Boulevard,37.77,-79.99,$17537,Covington,Virginia
673,491,2336 George Drive,34.83,-82.37,$13249,Greenville,South Carolina
674,1153,690 Catherine Street,39.69,-104.81,$24849,Aurora,Colorado
675,377,305 Pine Avenue,47.39,-122.26,$24884,Kent,Washington
676,850,422 Burns Street,37.98,-85.71,$19661,Shepherdsville,Kentucky
677,1186,12067 Federal Boulevard,39.95,-75.16,$17603,Philadelphia,Pennsylvania
678,1694,480 Catherine Drive,41.09,-73.55,$37213,Stamford,Connecticut
679,716,1495 Elm Boulevard,33.92,-116.83,$13002,,California
680,1131,2609 Plum Drive,38.88,-94.81,$28490,Olathe,Kansas
681,1719,678 Park Drive,25.77,-80.2,$19386,Miami,Florida
682,254,323 Eighth Drive,40.02,-105.25,$33151,Boulder,Colorado
683,226,4262 Madison Drive,42.62,-70.86,$45596,Hamilton,Massachusetts
684,1307,2332 Elm Lane,37.89,-122.03,$42685,,California
685,1095,493 South Street,40.7,-73.89,$19329,City of New York,New York
686,1729,8958 Catherine Street,40.3,-112.3,$24445,,Utah
687,1466,3194 Norfolk Street,38.64,-75.61,$17624,,Delaware
688,1226,376 Fourth Drive,21.34,-157.72,$18080,East Honolulu,Hawaii
689,1755,302 Park Boulevard,31.96,-83.77,$13864,Cordele,Georgia
690,475,135 Spruce Lane,41.02,-84.04,$19827,Ottawa,Ohio
691,1956,93 11th Avenue,33.81,-117.97,$18330,,California
692,706,212 Ocean View Avenue,38.02,-122.54,$33148,San Rafael,California
693,474,455 Little Creek Boulevard,40.75,-73.64,$39705,Village of Mineola,New York
694,1259,729 Littlewood Avenue,41.18,-73.42,$94302,Wilton,Connecticut
695,320,6444 Madison Drive,32.22,-110.82,$17480,Tucson,Arizona
696,93,850 Birch Avenue,35.75,-87.79,$14073,,Tennessee
697,1182,7350 Fourth Lane,43.21,-75.47,$18712,City of Rome,New York
698,150,2897 West Street,38.7,-77.24,$35062,,Virginia
699,1327,3183 Burns Boulevard,45.94,-122.67,$21093,,Washington
700,784,41043 Lincoln Lane,30.19,-90.78,$24289,,Louisiana
701,1471,7948 Martin Luther King Avenue,35.1,-90.0,$10730,Memphis,Tennessee
702,367,8893 Valley Drive,41.52,-87.42,$21992,Griffith,Indiana
703,1050,41332 Lincoln Avenue,35.98,-78.91,$17625,Durham,North Carolina
704,207,518 Main Street,36.58,-79.4,$16745,Danville,Virginia
705,1838,753 East Avenue,35.05,-78.87,$19520,Fayetteville,North Carolina
706,798,9982 Summit Boulevard,33.57,-117.14,$24069,Murrieta,California
707,1207,8425 East Lane,41.47,-81.67,$27646,Cleveland,Ohio
708,1012,9006 Ocean Boulevard,39.95,-75.16,$16114,Philadelphia,Pennsylvania
709,844,364 Eighth Drive,32.75,-97.33,$21401,Fort Worth,Texas
710,334,8349 Valley Avenue,41.16,-82.22,$19818,Wellington,Ohio
711,815,57285 Jefferson Avenue,33.61,-112.46,$23747,Surprise,Arizona
712,1100,9888 Washington Boulevard,40.72,-73.51,$29337,Levittown,New York
713,407,9392 Fifth Avenue,41.83,-87.68,$20822,Chicago,Illinois
714,1244,580 Fifth Boulevard,35.28,-81.28,$16073,Bessemer City,North Carolina
715,1740,42720 East Drive,42.86,-88.33,$28215,Mukwonago,Wisconsin
716,1754,97 Fourth Drive,34.58,-94.23,$12910,Mena,Arkansas
717,1184,20382 Park Drive,37.56,-121.98,$33727,Fremont,California
718,1440,7344 Oak Drive,41.42,-78.55,$18965,Saint Marys,Pennsylvania
719,200,4940 Ocean View Drive,38.21,-82.56,$17918,,West Virginia
720,1446,54 Burns Avenue,34.02,-94.73,$13811,Broken Bow,Oklahoma
721,1263,212 Mountain View Lane,33.95,-84.54,$17977,Marietta,Georgia
722,1483,65690 Bayview Lane,41.93,-71.29,$26693,Attleboro,Massachusetts
723,1085,563 Jefferson Boulevard,32.97,-117.02,$36390,Poway,California
724,1961,6295 Norfolk Boulevard,35.59,-77.37,$17116,Greenville,North Carolina
725,776,905 West Avenue,35.1,-90.0,$47798,Memphis,Tennessee
726,890,911 Ocean Boulevard,33.87,-117.89,$25592,Fullerton,California
727,1445,8199 Park Boulevard,41.12,-85.87,$17969,,Indiana
728,74,1444 Plum Boulevard,38.86,-104.76,$20579,Colorado Springs,Colorado
729,1216,9129 Lexington Lane,37.74,-84.29,$19666,Richmond,Kentucky
730,797,7945 Fourth Avenue,21.3,-157.85,$30410,Honolulu,Hawaii
731,610,36 First Drive,47.78,-117.45,$21609,,Washington
732,1917,3225 Lexington Street,40.92,-72.92,$28694,Town of Brookhaven,New York
733,975,34542 Ninth Drive,42.88,-78.85,$14456,Buffalo,New York
734,109,933 Sussex Drive,45.6,-108.68,$19625,,Montana
735,547,111 Hillside Avenue,42.62,-88.63,$18351,Delavan,Wisconsin
736,347,5671 Sussex Drive,25.77,-80.2,$21602,Miami,Florida
737,201,206 Pine Lane,41.52,-88.12,$17567,Joliet,Illinois
738,1368,637 Littlewood Drive,37.22,-77.28,$22059,,Virginia
739,1547,768 Valley Stream Drive,43.54,-89.46,$19635,Portage,Wisconsin
740,1812,551 Essex Drive,34.78,-92.25,$25002,North Little Rock,Arkansas
741,1379,93374 11th Street,42.58,-82.91,$19780,Clinton Township,Michigan
